smiles,bbbp,mutagenicity,hia
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4cccc(C)c4)o3)c(=O)n2[C@H]1c1ccc(N(C)C)cc1,0.6,0.09,1.0
CC(C)Oc1cccc(CN(C(=O)c2ccccc2F)C(C)C)c1,0.91,0.26,1.0
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C/c3cc(Br)c(N4CCOCC4)o3)c(=O)n2[C+](C)CC1,0.62,0.1,1.0
C[N+]1(CCC(/C=C\c2ccc([N+](=O)[O-])cc2)=NCCc2ccc(F)c(F)c2)CCOCC1,0.57,0.82,0.54
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(F)cc3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.78,0.03,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cccc(OC)c3OCc3ccccc3F)c(=O)n2[C@H]1c1ccccc1,0.59,0.08,1.0
CCc1ccccc1Nc1nc(N)nc(C[N+]2(CCc3ccccc3)CCCC2)n1,0.78,0.12,0.47
COc1cc([C@@H]2SCC(=O)N2c2ccc(Cl)cc2)cc(I)c1OCCN1CC(OC)C1,0.93,0.28,1.0
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)COc1ccccc1,0.61,0.14,1.0
N=Cc1cc(Br)cc(Br)c1OCc1ccc(F)cc1,0.9,0.48,1.0
CCCCCCCC[NH2+]C(c1ccc(C)cc1)c1ccc(C)cc1,0.51,0.03,0.99
COc1ccc(Cl)c(NC(=S)NC(=O)/C=C/c2ccc(-c3ccccc3)o2)c1,0.67,0.42,1.0
CCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Cl)c(OCCN2CCNCC2)c(Cl)c1,0.74,0.48,1.0
COCCCN1C(=O)C(=O)C(=C(Br)c2ccc(OCC(C)C)cc2)[C@H]1c1cc(OC)ccc1OC,0.41,0.15,1.0
COc1ccc(CN(C(=O)CCc2ccc(S(=O)(=O)N3CCCC3)cc2)[C@H](Cc2ccccc2)C(=O)NC2CCN(C)CC2)cc1,0.32,0.16,1.0
CCN1CCN(c2cc(C3C4=C(CCCC4=O)N(Cc4ccccc4)C4=C3C(=O)CCC4)cc(Br)c2OCc2ccccc2Br)CC1,0.83,0.08,1.0
COc1ccc(C=Cc2nc3cc(C)c(C)cc3s2)cc1OCCN1CCN(C)CC1,0.91,0.54,0.99
CN1CCN(c2ccc(-c3nn(-c4ccccc4)cc3/C=C3\SC(=S)N(CCc4ccccc4)C3=O)cc2)CC1,0.79,0.32,1.0
CCOc1cc(C=C2NC(=O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc(Cl)c1OCc1cccc(F)c1,0.57,0.12,1.0
CCOc1ccc(N(CC(=O)N(Cc2ccccc2)[C@@H](CC)C(=O)NC2CCCC2)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1,0.56,0.15,1.0
COc1ccc(-n2nc(-c3ccccc3)c3c2N(CC(=O)NCC(O)c2ccccc2)C(=O)CS[C@H]3c2ccccc2Cl)cc1,0.11,0.08,1.0
CCC1=C(C(=O)OC)[C@@H](c2ccccc2)n2c(sc(=Cc3ccc(F)cc3)c2=O)=N1,0.84,0.06,1.0
O=C(NCc1cccc(F)c1)NCc1cccc(C(=O)[C@@H](Sc2ccccc2)c2ccccc2)c1,0.6,0.06,1.0
COc1cccc(CN(C(=O)CN(c2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccccc2)[C@@H](Cc2ccccc2)C(=O)NC(C)C)c1,0.4,0.1,1.0
CCCOc1ccccc1C(=O)[C@H]1C[N+](C)(C)[C@@H]1C(=O)c1cc2ccccc2o1,0.55,0.13,0.91
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(Br)ccc3OCc3ccccc3)c(=O)n2[C@@H]1N1CCN(C)CC1,0.7,0.2,1.0
CC(=O)N(Cc1ccccc1)Cc1nc2cc(Cl)ccc2o1,0.97,0.07,1.0
CC[C@H](C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(C)cc1)C(=O)CCCN1CCN(C(=O)C(C)C)CC1,0.4,0.1,0.99
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Br)c(OCc4ccccc4)c(OC)c3)c(=O)n2[C@H]1c1ccc(F)cc1,0.41,0.09,1.0
CCN(CC)C(=O)C1=C(C)N=c2s/c(=C/c3ccc(OC)cc3)c(=O)n2[C@@H]1c1cc(OC)ccc1OC,0.29,0.17,1.0
CCCCON/C(=N\S(=O)(=O)c1nnc[nH]1)Nc1cc(C)cc(C)n1,0.45,0.69,1.0
CCCCNC(=O)[C@H](C)N(Cc1ccc(C)cc1)C(=O)CN(c1ccc(Cl)cc1)c1cc(OC)ccc1OC,0.34,0.07,1.0
CN(C)CCN1CCN(c2ccc(C=Nn3c(-c4cc5cc(Cl)ccc5o4)nc4ccccc4c3=O)o2)CC1,0.88,0.49,1.0
CCN(CC)CCCn1c(SCc2nc(-c3ccccc3)oc2C)nc2ccccc2c1=O,0.91,0.25,1.0
Cc1cc([C@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(OC3CCCC3)cc2)c(C)n1-c1cccc(F)c1F,0.52,0.16,1.0
COc1cc(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Br)c1OCCCN1CCOCC1,0.67,0.39,1.0
CCN(CC)CCN(C(=O)Oc1ccccc1)c1ccc(N(C(=O)Oc2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)c2ccccc12,0.71,0.14,0.99
COc1ccc(N2C(=S)N[C@H](c3ccccn3)[C@H]2c2ccc(-c3cccc(Cl)c3C)o2)cc1CN1CCN(C)CC1,0.59,0.21,1.0
COc1ccc(CCN(Cc2ccc(Br)cc2)Cc2cc3cc4c(cc3[nH]c2=O)OCCO4)cc1OC,0.6,0.17,1.0
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Br)cc(Br)c1,0.88,0.15,1.0
COc1ccc(-c2ccc(C(=O)Nc3ccc4oc(CN5CCC(F)CC5)nc4c3)o2)c([N+](=O)[O-])c1,0.83,0.74,1.0
CN1CCc2ccc(CSc3nnc(-c4ccccc4)n3-c3ccccc3)cc2CC1,0.95,0.14,0.99
CN(C)CCN1C(=O)N=C(O)/C(=C\c2ccc(-c3cc([N+](=O)[O-])ccc3Cl)o2)C1=O,0.77,0.63,1.0
CN(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCCCCCCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,0.54,0.35,0.99
CN1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4[N+](=O)[O-])o3)cc2Br)CC1,0.79,0.7,0.99
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)COc1ccc(Cl)c(Cl)c1,0.4,0.13,1.0
O=C(Nc1ccc2c(c1)OCO2)[C@H](c1ccc(Cl)cc1)N(Cc1ccc(F)cc1)C1CCN(Cc2ccccc2)CC1,0.93,0.18,1.0
CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12,0.26,0.11,0.27
CC[C@@H](C)Oc1c(Br)cc(/C=N/n2c(CN3CCN(C)CC3)nc3ccc(Br)cc3c2=O)cc1[N+](=O)[O-],0.89,0.77,1.0
CN(C)C(=O)C(=O)C(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,0.78,0.94,1.0
Cc1ccc(C(=O)Nc2ccc3oc(-c4cccc5c(CCN(C)C)cccc45)nc3c2)cc1[N+](=O)[O-],0.72,0.77,0.99
CC(C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccccc1F)C(=O)CN(C)c1cc(Cl)ccc1Cl,0.72,0.1,1.0
CN1CCC(NC(=O)N(C)C(=O)CN(c2ccc(F)c(Cl)c2)S(=O)(=O)c2ccccc2)CC1,0.91,0.02,1.0
CCOc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OC[C@H](O)N(C)C,0.39,0.13,0.97
CCC1=C(C(=O)OC)[C@@H](c2ccccc2)n2c(sc(=Cc3cccc(F)c3)c2=O)=N1,0.88,0.05,1.0
CN(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cc1,0.88,0.22,0.98
CCOc1ccc([C@H]2C(C(=O)OC)=CN=c3s/c(=C\c4cc(OC)c(OC)cc4Br)c(=O)n32)cc1OCC,0.58,0.08,1.0
CCCN1CCN(c2ccc(S(=O)(=O)c3ccc(NC(=O)CSc4ccccn4)cc3)cc2)CC1,0.57,0.05,0.94
CN(C)C1=C(c2ccccc2)N=c2s/c(=C/c3cc(Br)c(N4CCOCC4)o3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.52,0.14,1.0
COc1ccc([C@H](C(=O)NC2CCCCC2)N(Cc2cccc(Cl)c2)C(=O)Cc2c[nH]c3ccccc23)cc1OC,0.58,0.06,1.0
CCOC(=O)C1=C(Nc2cccc([N+](=O)[O-])c2)SC(=Cc2ccco2)C1=O,0.49,0.47,1.0
COc1cccc(CN(C(=O)CN(c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccccc2)[C@@H](Cc2ccccc2)C(=O)NC2CCN(C)CC2)c1,0.37,0.17,1.0
COC(=O)c1c(NC(=O)[C@@H]2CCOC2)c2cc(NC3CCN(C)CC3)cnc2n1CCCc1ccccc1,0.8,0.21,0.99
CCOc1cc(Cl)c(OC)c(Cl)c1C=C1NC(=O)N(CC(=O)Nc2ccc(C)cc2)C1=O,0.69,0.22,1.0
COc1ccc(S(=O)(=O)N(Cc2ccccc2Cl)C(=O)N(C)Cc2ccccc2)cc1,0.56,0.03,1.0
CC(C)(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cccc(OCCN2CCNCC2)c1,0.71,0.5,1.0
CN1CCN(Cc2cc(-c3cccs3)nc(SCC(=O)Nc3sc4c(c3C#N)CCC4)c2-c2ccc(F)cc2)CC1,0.88,0.54,1.0
Cc1cc([C@H]2[C@H](c3ccccn3)NC(=S)N2c2ccc(NC(=O)COc3ccccc3)cc2)c(C)n1-c1cccc(F)c1,0.41,0.19,1.0
CC(C)(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OCCN2CCNCC2)c([N+](=O)[O-])c1,0.65,0.76,1.0
CCOc1ccc(N2C(=O)c3cc(S(=O)(=O)Nc4ccc(C)cc4)ccc3N(CCN(C)C)C2c2ccc([N+](=O)[O-])cc2)cc1,0.28,0.17,0.96
CCOC(=O)C1=C(C(F)(F)F)N=c2sc(=Cc3cccc(Cl)c3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.78,0.03,1.0
CN(C(=O)CSCc1cccc(Cl)c1)C(C)(C)CNC(=O)[C@H](Cc1ccccc1)N1CCOCC1,0.67,0.13,1.0
CN1CCN(c2cccc(-c3nc4ccc(-c5ccc6nc(-c7ccc(-c8ccccc8)cc7)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)c2)CC1,0.46,0.22,0.99
COc1ccc(/C(N)=N/OC(=O)C2CCN(CC3CC3)CC2)cc1OC,0.96,0.26,0.99
COCC(=O)Nc1ccc(N2[CH]C(c3ccc(-c4cccc(C(=O)O)c4)o3)[C@H](C3CC3)NC2=S)cc1,0.19,0.25,0.92
CCN(Cc1ccc(-c2ccccc2)cc1)C(=O)N(Cc1ccccc1)Cc1nc2cc(Cl)ccc2o1,0.81,0.05,1.0
CC[C@H](C)OC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3F)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,0.41,0.23,1.0
[N-]=[N+]=N[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@H]1Cc1ccc(Cl)cc1,0.69,0.98,0.99
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3ccccc3)c(=O)n2[C@@H]1c1cccs1,0.51,0.09,1.0
Cc1cc(C(=O)CSc2cccc[n+]2[O-])c(C)n1-c1ccc(Cl)cc1Cl,0.63,0.07,1.0
CC1CCN(CCC(=O)Oc2ccc(Br)cc2/C=C2/N=C(c3ccc(Cl)cc3Cl)OC2=O)CC1,0.8,0.15,0.99
C#CCOc1ccc(/C=c2\sc3n(c2=O)[C@H](c2ccc(OCC(=O)OC)c(OCC)c2)C(C(=O)OC)=C(C)N=3)cc1Br,0.48,0.17,1.0
CN1CCN(c2cccc(NC(=O)/C(=C/c3ccccc3F)NC(=O)c3ccccc3)c2)CC1,0.79,0.39,0.96
O=C1CN(C2CCC2)CCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](Cc2c[nH]c3ccccc23)N1,0.21,0.22,0.76
Cc1cc([C@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(OC3CCCC3)cc2)c(C)n1-c1ccc(Cl)cc1,0.46,0.12,1.0
CCCC1=C(C(=O)OCC)[C@H](c2cc(Cl)ccc2OC)n2c(sc(=C[S+](C)[O-])c2=O)=N1,0.51,0.11,1.0
COCC(=O)Nc1ccc(N2C(=S)N[C@H](C)C2c2ccc(-c3ccc(C(=O)O)cc3)o2)cc1C,0.14,0.29,0.76
COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(N3CCN(C)CC3)cc2C)cc1C(C)C,0.74,0.35,1.0
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(S[C@@H](C)C(=O)NC3CCN(C)CC3)n2)cc1,0.57,0.16,0.99
CCc1ccccc1Nc1nc(N)nc(C[N+]2(Cc3ccc(Br)cc3)CCCC2)n1,0.82,0.16,0.71
Cc1ccc(-c2ccc(NC(=S)NC(=O)C(=Cc3ccccc3)c3ccccc3)o2)cc1Cl,0.47,0.11,1.0
CCOc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OC[C@H](O)Nc1cccc(N2CCN(C)CC2)c1C,0.17,0.06,0.97
CN(CC(=O)c1ccc(OC(=O)c2cccs2)cc1)C1C=C(c2ccccc2)C(=O)N1c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)c1cccs1,0.4,0.13,0.99
Cc1cccn2c(=O)c(CN3CCN(c4ccccc4)CC3)c(Sc3nc4ccccc4s3)nc12,0.9,0.22,1.0
Cc1cc([C@H]2[C@H](c3ccccn3)NC(=S)N2c2ccc(NC(=O)COc3ccccc3)cc2)c(C)n1-c1ncccn1,0.37,0.15,0.99
CN1CCN(C(=O)Nc2cc(Cl)cc(C=Nn3c(-c4cc5ccccc5o4)nc4ccccc4c3=O)c2)CC1,0.65,0.13,1.0
CN1CCN(CCCOc2ccccc2OCc2nc3ccccc3nc2-c2ccc(Cl)cc2)CC1,0.86,0.23,0.99
CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(SC4CCN(C)CC4)o3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.72,0.03,1.0
COc1cccc(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2C2CCCN2)c1,0.67,0.37,1.0
CC(=N/C(O)=C(\Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)Nc1cccc(N2CCN(C)CC2)c1,0.2,0.17,1.0
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OC(C)=O)cc3OC(C)=O)c(=O)n2[C@H]1CCCN(C)C,0.66,0.35,0.94
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1ccc(OCCN2CCN(C)CC2)cc1,0.82,0.6,0.99
Cc1cc([C@@H]2[C@H](C3CCN(C)CC3)NC(=S)N2CCC(=O)Nc2ccccc2F)c(C)n1-c1ccc(O)cc1,0.61,0.2,0.98
CCN1CCC(c2ccc3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)nc3c2)CC1,0.67,0.4,0.98
CC(C)Oc1ccc(C(C(=O)C(=O)C(C)C)=C2[C@@H](c3ccccc3)C(=O)N2c2ccc(F)cc2)cc1,0.08,0.03,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(N3CCN(C)CC3)c(OCC)c2)cc1C(C)C,0.57,0.14,1.0
COc1ccc(-c2cc(C(=O)OCCN3CCN(C)CC3)c3c(C)nn(-c4ccccc4)c3n2)cc1,0.78,0.17,1.0
CCn1c(Cc2ccc(OC)c(OC)c2)nnc1SCC(=O)c1ccc(Cl)cc1,0.5,0.04,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OCCCN3CCOCC3)c(Br)c2)cc1C(C)C,0.56,0.24,1.0
Cc1ccc(N(CC(=O)N(C)Cc2ccc(F)cc2)S(=O)(=O)c2ccc(F)cc2)cc1,0.8,0.07,1.0
CCOc1ccccc1N(CC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H](Cc1ccccc1)C(=O)NCCN(C)C)S(=O)(=O)c1ccc(C)cc1,0.44,0.08,1.0
COc1ccc(C(=O)c2ccc(CN3CCNCC3=O)cc2)cc1,0.77,0.18,1.0
COC(=O)C1=C(C)N=c2s/c(=C\c3cccc(OCCN4CCN(C)CC4)c3)c(=O)n2[C@H]1c1ccc(Cl)cc1,0.81,0.18,1.0
CNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(C)cc1)C(=O)CN(Cc1ccc(Br)cc1)c1ccc(Br)cc1,0.64,0.08,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(Br)ccc3OCc3ccccc3)c(=O)n2[C@@H]1C1CCN(C(C)C)CC1,0.74,0.16,1.0
CCCNC(=O)[C@@H](CC)N(Cc1ccc(F)cc1)C(=O)CN(Cc1ccc(Cl)cc1)c1ccc(OCC)cc1,0.32,0.1,1.0
CCOc1ccc(-n2c(COc3ccccc3)nnc2SCC(=O)Nc2ccc(C)cc2C2CCN(C)CC2)cc1,0.55,0.07,0.99
CCOC(=O)c1ccc(N2C(=O)[C@H]3[C@@H](CCN(C)C)N[C@@]4(c5ccccc5-n5c4nc4ccccc4c5=O)[C@H]3C2=O)cc1,0.66,0.21,0.93
CCOc1ccc([C@@H](C(=O)NCCC(C)C)N(Cc2ccccc2)C(=O)CNc2ccc(Cl)cc2)cc1OC,0.41,0.07,1.0
COc1ccc(C(=O)Nc2nnc(CCOCC3CCC3)s2)cc1,0.94,0.54,1.0
CN1CCN(CCNC(=O)C(=c2s/c(=C/c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)c(=O)n2-c2ccccc2F)C(F)(F)F)CC1,0.66,0.34,0.99
COc1ccc(CN(C(=O)CCc2ccc(S(=O)(=O)N3CCCC3)cc2)[C@H](Cc2ccccc2)C(=O)NC2CCCN2C)cc1,0.23,0.21,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OCc4ccc(F)cc4)c(OC)c3)c(=O)n2[C@H]1c1cccc2ccccc12,0.48,0.15,1.0
CCOc1cc(/C=C2/NC(=O)N(CC(C)C)C2=O)cc(Cl)c1OCc1cccc(C(=O)O)c1,0.45,0.17,0.99
CCCN1CC[C@]2(C)C3=C(CC[C@]12C)[C@]1(C)CC[C@@H](OC(=O)c2ccccc2)C(C)(C)[C@@H]1CC3,0.88,0.09,1.0
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OC2CCN(CC(F)(F)F)CC2)c(Cl)c1,0.91,0.37,1.0
CN(C)C(=O)NCCCNC(=O)C[C@@H](Cc1ccccc1)N(C)C(=O)OCc1ccccc1,0.81,0.26,0.98
Cc1ccc(-c2ccc(/C=C/C(=O)NC(=S)Nc3ccc(N4CCN(C)CC4)cc3)o2)cc1Cl,0.58,0.32,0.97
CS(=O)(=O)N(Cc1ccc(C(=O)Nc2ccc(CN3CCNCC3)cc2)cc1)c1cccc(Cl)c1,0.74,0.18,0.99
CC[C@H](C(=O)NC1CCCCC1)N(Cc1cccc(F)c1)C(=O)CN(c1ccc(Cl)cc1C)S(=O)(=O)c1ccc(C)cc1,0.71,0.08,1.0
COc1ccc(-c2nc3ccc(Cl)cn3c2CCC(=O)NC2CCN(C)CC2)cc1,0.76,0.25,1.0
CC(C)(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cccc(Br)c1,0.87,0.22,1.0
COc1cccc(N2C(=S)NC(c3ccccn3)[C@@H]2c2ccc(C)n2-c2cccnc2)c1,0.47,0.16,1.0
COc1ccc(N=Nc2c(C)nn(-c3ccc(S(=O)(=O)O)cc3)c2O)cc1,0.39,0.34,0.97
C=CC(=O)Oc1ccc(N)cc1C,0.94,0.77,1.0
CCOc1ccc(-c2nn(-c3ccccc3)cc2C=c2sc3n(c2=O)[C@H](c2ccc(C(=O)OC)cc2)C(C(=O)OCC(C)C)=C(C)N=3)cc1,0.17,0.07,1.0
CCOc1cc([C@@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OC[C@@H](O)N1CCN(Cc2ccccc2)CC1,0.35,0.11,0.96
CN(C)c1ccc(C=C2C(=O)NC(=S)N(c3cccc(Cl)c3Cl)C2=O)cc1,0.85,0.38,1.0
CC(C)(C)c1nc2ccc(Br)cc2c(=O)n1C=Nc1ccc(-c2cccnc2)o1,0.67,0.28,1.0
CCCN(Cc1ccccc1)C(=O)c1ccc(-c2ccccc2)cc1,0.88,0.21,1.0
CNC(=O)[C@H](C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(c1cccc(Cl)c1Cl)S(=O)(=O)c1ccccc1,0.64,0.05,1.0
O=C1CN(Cc2ccccc2)CCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](Cc2c[nH]c3ccccc23)N1,0.08,0.13,0.74
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cccc(Cl)c2)cc1C(C)C,0.44,0.08,1.0
CN(C)C1CCN(C(=O)NC(=S)Nc2cccc(-c3ccc(Cl)cc3Cl)c2)CC1,0.97,0.15,0.99
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)ccc2O)cc1C(C)C,0.19,0.13,1.0
COc1cc(N2C(=S)N[C@@H](c3ccccn3)[C@@H]2c2c(C)c(C)n(-c3ccccc3)c2C)ccc1N1CCN(C)CC1,0.56,0.1,0.99
CCOc1cc(C=C2C(=O)NC(=S)N(c3ccc(CC)cc3)C2=O)cc(Br)c1OC,0.71,0.39,1.0
COc1ccc(S(=O)(=O)N(Cc2ccccc2Cl)C(=O)[O-])cc1,0.71,0.02,1.0
COc1ccc(C2=NN(c3nc(-c4ccc(F)cc4)cs3)[C@H](c3ccco3)C2)cc1,0.25,0.38,1.0
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN4CCN(c5ccccc5)CC4)cc3n2)cn1,0.88,0.21,1.0
CCCNC(=O)[C@H](CC)N(C)C(=O)CN(c1ccc(OCC)cc1)S(=O)(=O)c1ccc(SC)cc1,0.23,0.05,0.99
C/C=C(\C)C(=O)O[C@H]1[C@@H]2[C@@]3(C)CC[C@H](O[C@@H]4CC[C@H](O)C4)[C@@H]3CC[C@]21OC(C)=O,0.58,0.23,1.0
CNC(=O)[C@@H](Cc1ccccc1)N(Cc1cccc(Cl)c1)C(=O)CN(CCN(C)C)c1cc(C)cc(C)c1,0.8,0.14,0.99
CN1CCN(C(=O)c2cccc(NC(=O)/C(=C/c3c[nH]c4ccccc34)NC(=O)c3ccccc3)c2)CC1,0.61,0.15,0.95
COc1cccc(CN(C(=O)CN(C)c2ccccc2)S(=O)(=O)c2ccc(OC)c(OC)c2)c1,0.74,0.04,1.0
COCCN1CCC(NC(=O)c2c(/N=C\c3ccc(-c4ccc([N+](=O)[O-])cc4OC)o3)sc3c2CC[C@H](C(C)(C)C)C3)CC1,0.81,0.71,1.0
CCCNC(=O)[C@@H](CC)N(Cc1ccc(F)cc1)C(=O)CN(c1ccc(F)cc1)S(=O)(=O)c1ccc(C)cc1,0.57,0.07,1.0
O=C([O-])N(Cc1ccccc1)C(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1,0.8,0.09,0.99
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(S[C@@H](C)C(=O)NCC(F)(F)F)n2)cc1,0.65,0.23,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4ccc(Cl)c([N+](=O)[O-])c4)o3)c(=O)n2[C@H]1c1ccc(Cl)cc1,0.51,0.17,1.0
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)cc(Cl)c1,0.85,0.14,1.0
COc1cc(C=Cc2ccc(OCC(=O)c3cc(C)c(C)cc3C)c(OC)c2)ccc1OCCN1CCN(C)CC1,0.55,0.1,0.98
CC(C)c1ccc(N2C(=S)CN(c3ccc([C@H]4c5ccccc5C(=O)N[C@H]4C4CC4)o3)C2C2CCN(C)CC2)cc1,0.86,0.09,0.99
CCOc1cc(C2C3=C(CCCC3=O)N(Cc3ccccc3)C3=C2C(=O)CCC3)cc(Br)c1O,0.53,0.05,1.0
Cc1sc(C(=O)OC(C)C)c(C(=O)OC(C)C)c1N=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=N)O,0.33,0.06,0.99
CCCCON/C(=N\S(=O)(=O)c1nnc[nH]1)Nc1ccccn1,0.45,0.72,0.99
CN(C)c1ccc(/N=N/c2ccccc2C(=O)OCC2CC2)cc1,0.78,0.72,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4cccc(C(=O)OC)c4)o3)c(=O)n2[C@@H]1c1cccc(Cl)c1,0.34,0.04,1.0
COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H](C)C(N)=O)c(=O)cc1[C@H](NC(C)=O)CC2,0.77,0.63,0.98
Cc1cccc(C(=O)NC2CN(C(=O)Cn3ncc4ccccc43)CCNC(=O)[C@H](Cc3ccccc3)NC2=O)c1,0.21,0.16,0.96
CCN(CC)C1OCCN(N(CC(=O)c2ccc(OC(=O)c3ccc(Cl)cc3Cl)cc2)C(=O)c2ccccc2Cl)C1=O,0.25,0.34,0.99
COC(=O)c1ccc(NC(=O)Nc2ccc(C3CCN(C)CC3)cc2)cc1,0.94,0.09,0.91
CC[C@H]1CCCC[C@H](NC(=O)CCc2nc3ccc(F)cc3[nH]2)C(=O)N1,0.83,0.72,1.0
COc1ccc(Br)cc1[C@@H]1C(C(=O)OC(C)C)=C(C)N=c2sc(=Cc3ccc(F)cc3)c(=O)n21,0.6,0.1,1.0
Cc1ccc(C(C)C)cc1-c1nn(-c2ccccc2)cc1/C=C1\SC(=S)N(C)C1=O,0.84,0.32,1.0
COc1cc([N+](=O)[O-])ccc1N1C[C@H](C(=O)OCC(=O)Nc2ccc(Cl)cc2)CC1=O,0.65,0.65,1.0
CCCN(C(=O)CN(c1cc(C)cc(C)c1)S(=O)(=O)c1ccccc1)C(=O)NC(C)(C)C,0.83,0.01,1.0
CN(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1,0.83,0.04,1.0
CCCC1=C(C(=O)OCC)[C@H](c2ccc3c(c2)OCO3)n2c(sc(=Cc3ccc(F)cc3)c2=O)=N1,0.76,0.09,1.0
Cc1ccc(C(=O)CN(C(=O)c2ccc(Cl)c(Cl)c2)N2C(=O)[C@@H]3[C@H]4C=C[C@@H]([C@@H]5C[C@@H]45)[C@H]3C2=O)cc1,0.83,0.13,1.0
Cc1ccc(N2C(=O)/C(=C/c3cccc(Oc4ccc(Cl)cc4)c3)SC2=S)cc1,0.8,0.25,1.0
