smiles,bbbp,mutagenicity,hia,plogp,qed,drd2,sas
N#Cc1c(-c2ccc(Cl)cc2)cc(-c2cccs2)nc1SCCO,0.63,0.15,1.0,2.8,0.63,0.0,2.39
CCn1c(CC(=O)Nc2ccc(Cl)c(Cl)c2)nnc1SCC(=O)Nc1ccc(C(F)(F)F)cc1,0.71,0.1,1.0,3.2,0.37,0.0,2.31
CN1CCC(C(=O)Nc2ccc3nc(-c4ccc(-c5nc6ccc(NC(=O)C(F)(F)F)cc6[nH]5)cc4)[nH]c3c2)CC1,0.41,0.3,0.84,2.76,0.22,0.05,2.69
CCOc1cc(Cl)c(OC)c(Cl)c1C=C1NC(=O)N(CC(=O)Nc2ccc(C)cc2)C1=O,0.69,0.22,1.0,1.96,0.46,0.0,2.6
CN1CCN(c2cc(Br)c(O)c(/C=N/c3ccc4oc(-c5ccc(F)cc5Cl)nc4c3)c2)CC1,0.49,0.28,1.0,3.11,0.31,0.42,2.81
CCCCNC(=O)[C@@H](CC)N(Cc1cccc(OC)c1)C(=O)CN(c1cc(F)ccc1F)S(=O)(=O)c1ccc(C)cc1,0.46,0.12,1.0,2.0,0.26,0.02,3.12
CCCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OC2CCN(C)C2)c(OCC)c1,0.73,0.27,1.0,2.0,0.32,0.48,3.3
NCCCN1CCN([C@H](Cc2ccccc2)C(=O)N(Cc2ccccc2Cl)C(=O)CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1,0.88,0.22,1.0,1.27,0.21,0.12,3.57
COc1cc(C=Nn2c(C)nc3ccc(Br)cc3c2=O)c(Br)cc1OCC1CCCN(C)C1,0.94,0.35,1.0,1.68,0.39,0.06,3.18
COc1ccc(S(=O)(=O)N(CC(=O)N(C)Cc2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1OC,0.69,0.02,1.0,2.87,0.4,0.0,2.2
CCOc1ccc(N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)[C@H](Cc2ccccc2)C(=O)Nc2ccccc2)S(=O)(=O)c2ccc(SC)cc2)cc1,0.18,0.04,1.0,4.22,0.11,0.03,3.24
CCOc1cc(N=Cc2c(CC)nc3ccc(Br)cc3[n+]2[O-])c(OC)cc1Br,0.75,0.53,1.0,1.87,0.26,0.02,3.18
COC(=O)Cc1nn(-c2ccccc2)c(O)c1C(C(N)=O)c1ccc(C(F)(F)F)cc1,0.9,0.09,1.0,0.44,0.58,0.0,3.1
COc1ccc(N2C(=S)N[C@H](c3ccccn3)[C@@H]2c2ccc(Cl)cc2Cl)cc1NS(C)(=O)=O,0.53,0.07,1.0,1.4,0.44,0.0,3.47
Cc1ccc(S(=O)(=O)N(CC(=O)N(C)Cc2ccccc2F)c2cc(Cl)ccc2Cl)cc1,0.8,0.05,1.0,3.1,0.45,0.0,2.26
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cccc(OC)c3OCc3ccc(F)cc3)c(=O)n2[C@H]1c1ccc(F)cc1,0.57,0.07,1.0,1.71,0.29,0.02,3.05
Cc1c(CC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCCCN)c(=O)oc2c(C)c3occ(C(C)(C)C)c3cc12,0.42,0.22,0.99,1.24,0.15,0.02,3.44
Cc1cc([C@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(OC3CCCC3)cc2)c(C)n1-c1cccs1,0.55,0.21,1.0,2.47,0.28,0.01,3.81
CN(C)CCCOc1ccc(-n2c(SCC(=O)Nc3cccc4ccccc34)nnc2-c2cccs2)cc1,0.72,0.39,0.95,3.57,0.16,0.02,2.4
CNC(=O)[C@@H](Cc1ccccc1)N(Cc1cccc(Cl)c1)C(=O)CN(CC1CC1)c1cc(C)cc(C)c1,0.91,0.14,1.0,2.32,0.36,0.03,3.06
CCOc1cc(C=Nn2c(C3CCCCC3)nc3ccc(Br)cc3c2=O)cc(Br)c1OCC1CCCN1C,0.87,0.37,1.0,2.74,0.25,0.23,3.39
COc1cccc(CN(C(=O)CN(C)C(=O)NC2CCCCC2)C(=O)NC2CCCCC2)c1,0.87,0.1,1.0,1.83,0.65,0.01,2.59
COc1ccc(Cl)cc1C1=N/C(=C\c2cc(Br)cc(Br)c2O)C(=O)O1,0.39,0.13,1.0,2.46,0.49,0.02,2.58
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(CN3CCN(C)CC3)cc2)cc1C(C)C,0.81,0.26,1.0,2.73,0.28,0.1,2.7
COc1ccc(-c2cc3c(c(OC)c2)OCCN(C(=O)Cn2cccc2)C3)nn1,0.71,0.14,1.0,-2.97,0.66,0.01,2.72
CCc1ccc2nc(N3C(=O)C(=O)C(=C(Br)c4ccco4)[C@@H]3c3ccc(F)cc3)sc2c1,0.76,0.22,1.0,2.58,0.25,0.0,3.13
CCOc1cc(C2C3=C(CCCC3=O)N(Cc3ccccc3)C3=C2C(=O)CCC3)cc(OC)c1OC,0.62,0.04,1.0,2.87,0.5,0.02,2.7
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(Br)ccc3OCc3ccccc3)c(=O)n2[C@@H]1CCN1CCN(C)CC1,0.79,0.25,1.0,0.73,0.33,0.25,3.32
COc1ccc(OCC(=O)c2cc(C)c(C)cc2C)c(Cl)c1,0.82,0.07,1.0,2.99,0.76,0.0,1.91
O=C(NCc1cccc(CN2CCOCC2)c1)[C@@H](Sc1ccccc1)c1ccccc1,0.68,0.26,1.0,2.36,0.53,0.12,2.52
COCCN(Cc1ccccc1)C(=O)c1ccc(-c2ccccc2)cc1,0.92,0.33,1.0,3.33,0.62,0.01,1.68
CCCN(CCC)C(=O)CSc1nnc(COc2ccc(C)cc2)n1-c1ccccc1Br,0.67,0.07,1.0,3.21,0.31,0.0,2.38
COc1ccc2cc1Oc1ccc(Cl)cc1CC1=NCCc3cc(OC)c(cc31)Oc1c(OC)c(OC)c(OC)c3c1[C@@H](C2)N(C)CC3,0.47,0.09,0.97,-40.96,0.21,0.03,5.38
CCOC(=O)C1=C(N)N(c2ccc(F)cc2)C2=C(C(=O)[C@@H](C(=O)OC)[C@H](c3cccs3)C2)[C@@H]1c1cccc(F)c1,0.73,0.11,1.0,1.17,0.33,0.01,3.79
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3ccc(Br)cc3)c(=O)n2[C@H]1c1ccc(F)cc1,0.67,0.04,1.0,1.99,0.33,0.02,2.92
Cc1ccc2c(Cl)c(C(=O)Nc3nnc(-c4ccc(CN5CCN(C)CC5)cc4)o3)sc2c1,0.87,0.66,0.99,2.62,0.44,0.06,2.44
CCN1CCC(Oc2ccc(-n3c(Cc4ccccc4)nnc3SCCO)cc2)CC1,0.64,0.07,0.98,1.94,0.51,0.1,2.36
CCN1N=C2C(=Cc3cc(-c4ccccc4)nn3-c3ccccc3)C(=O)N=C2N1c1ccccc1,0.73,0.17,1.0,1.91,0.4,0.02,3.06
CN(C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1)C(=O)NCc1ccccc1,0.83,0.02,1.0,2.13,0.57,0.0,2.26
CN(C)CCCN(Cc1c(Cl)cccc1Cl)C(=O)C(c1ccccc1)c1ccccc1,0.79,0.07,1.0,3.67,0.39,0.12,2.25
CCCN[C]1NC(=O)/C(=C/c2c(OC)ccc3ccccc23)S1,0.9,0.86,1.0,1.36,0.83,0.01,2.66
CCN1C(=O)/C(=C/c2cc(C)n(-c3ccc(OCc4ccccc4F)cc3)c2C)C(=O)NC1=S,0.59,0.45,1.0,2.2,0.32,0.0,2.52
CCN1CCC(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2-c2cccc(OC)c2)CC1,0.81,0.24,1.0,1.8,0.31,0.01,2.5
COc1ccc(C(=O)c2ccc(CN3CCNCC3=O)cc2)cc1,0.77,0.18,1.0,1.03,0.85,0.06,1.99
CC[C@H](C(=O)NCC(C)C)N(Cc1ccccc1Cl)C(=O)CN(c1ccc(F)c(F)c1)S(=O)(=O)c1ccc(OC)c(OC)c1,0.43,0.03,1.0,2.02,0.25,0.02,3.23
CCOc1ccc(-c2nn(-c3ccccc3)cc2C=C2Nc3c(C)cccc3C2=O)cc1,0.28,0.27,1.0,3.27,0.41,0.0,2.47
CC[C@H](C)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)CN(c1cccc(C)c1C)S(=O)(=O)c1ccc(C)cc1,0.47,0.06,1.0,1.61,0.37,0.01,3.21
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(Cl)c(C)c2)cc1C(C)C,0.37,0.08,1.0,3.67,0.29,0.0,2.62
Cc1ccc(-c2ccc(-c3ccc(N=Nc4cc(C)c(N)cc4N)cc3)cc2)cc1,0.1,0.81,0.99,4.37,0.28,0.02,2.32
COc1ccccc1N1C(=O)/C(=C/c2cc(C)n(-c3ccccc3C)c2C)C(=O)NC1=S,0.71,0.37,1.0,2.16,0.37,0.0,2.43
NN=Cc1ccc(OCCCN2CCOCC2)cc1,0.73,0.79,0.99,0.35,0.36,0.0,2.1
CCOc1ccc(-n2c(SCC(=O)NCC3CCCO3)nnc2-c2cccs2)cc1,0.59,0.15,1.0,1.44,0.51,0.0,2.77
CN(C)CCCN(C(=O)Cn1nnc2ccccc21)[C@@H](C(=O)Nc1ccc2c(c1)OCO2)c1ccc(Cl)cc1,0.75,0.33,1.0,1.27,0.32,0.01,3.02
C/C(NCCSCc1nc[nH]c1C)=C1/C(=O)N(c2ccc(F)c(F)c2)N=C1c1ccccc1,0.63,0.1,1.0,1.86,0.38,0.01,2.86
CN1CCN(CCCOc2ccc(C=NNc3ccnc4cc(Cl)ccc34)cc2)CC1,0.89,0.68,1.0,2.37,0.32,0.71,2.32
COC(=O)c1c(NC(=O)[C@@H]2CCOC2)c2cc(N[C@@H](C)CCN3CCOCC3)cnc2n1CCCc1ccccc1,0.68,0.42,0.99,0.58,0.32,0.04,3.58
CC(C)[C@H]1NC(=O)CN(C(=O)CNc2ccc(Br)cc2)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,0.08,0.13,0.43,-34.23,0.25,0.01,4.4
CN1CCN(C(=N)C(=N)N/N=C\c2ccc(O)cc2)CC1,0.36,0.33,0.76,-0.92,0.36,0.03,2.83
CCOc1ccccc1N(CC(=O)N(C)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)CC)S(=O)(=O)c1ccc(C)cc1,0.31,0.05,1.0,1.47,0.33,0.01,3.2
CC(=O)N(Cc1cccc(Cl)c1)C(=O)CN(c1cc(C)cc(C)c1)S(=O)(=O)c1ccccc1,0.86,0.02,1.0,2.48,0.49,0.0,2.44
NC(N)(CO)COCc1ccccc1,0.53,0.07,0.95,-0.91,0.57,0.0,2.41
CCN1CCN(c2ccc(-c3nn(-c4ccccc4)cc3/C=C3\SC(=S)N(Cc4ccccc4Cl)C3=O)cc2)CC1,0.78,0.36,1.0,3.72,0.17,0.3,2.58
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)COc1cccc(F)c1F,0.71,0.16,1.0,2.28,0.38,0.01,2.71
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OC(C)=O)cc3OC(C)=O)c(=O)n2[C+](C)CC1,0.51,0.18,0.99,-7.59,0.36,0.0,3.57
CN1CCCN(Cc2ccc(-c3cc(S(=O)(=O)Nc4ncns4)ccc3Oc3ccc(-c4cccc(C(F)(F)F)c4)cc3C#N)cc2)CC1,0.66,0.46,0.99,0.19,0.17,0.05,3.05
O=C(CN1C(=O)S/C(=C/c2ccc(-c3ccc(Cl)c([N+](=O)[O-])c3)o2)C1=O)Nc1ccccc1F,0.64,0.5,1.0,2.87,0.28,0.0,2.47
CCCN(Cc1nnc(-c2cccs2)o1)C(=O)c1ccc(CN2CCN(C(C)(C)C)CC2)cc1,0.9,0.27,0.99,2.35,0.46,0.06,2.58
CCOc1ccc(-n2c(SCC(=O)Nc3ccccc3)nnc2-c2cccs2)cc1,0.66,0.13,1.0,3.21,0.39,0.0,2.07
C=CC[C@H](Nc1ccc(Cc2ccc(Nc3ccc4c(c3)CCC4)cc2)cc1)c1ccc(OC)cc1,0.45,0.51,1.0,4.51,0.23,0.03,2.8
O=C(Nc1ccc(N2C(=S)N[C@@H](c3ccccn3)[C@H]2c2cccn2Cc2ccccn2)cc1)N1CCN(CC(F)(F)F)CC1,0.51,0.16,0.97,1.14,0.27,0.04,3.85
O=C(O)C1=CO[C@@H](O[C@@H]2CC[C@H](CC3CC3)O2)[C@H]2[C@H]1C=C[C@]2(O)CO,0.68,0.26,0.97,-3.07,0.62,0.0,5.0
CN1CCN(CC(=O)Nc2ccc3nc(-c4ccc(-c5nc6ccc(NC(=O)C(F)(F)F)cc6[nH]5)cc4)[nH]c3c2)CC1,0.38,0.38,0.89,1.99,0.24,0.06,2.7
CCCN1C(=O)C(C(=O)Nc2ccccc2)=C(C)N=c2s/c(=C\c3ccc(-c4ccc(Br)cc4)o3)c(=O)n21,0.48,0.12,1.0,-2.13,0.34,0.01,3.06
CCOc1ccc(-n2c(C)cc(C=C3NC(=O)N(C)C3=O)c2C)cc1,0.93,0.33,1.0,1.38,0.69,0.0,2.37
CN1CCN(CCOn2c(=O)c(-c3ccc(Oc4ccccc4)cc3)[n+]([O-])c3ccccc32)CC1,0.78,0.33,0.93,0.78,0.3,0.33,2.72
Nc1ccc([C@@H]2Oc3cc(O)cc(O)c3C[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc1,0.29,0.42,0.97,-0.21,0.21,0.03,3.51
O=C(OCC(=O)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1)c1ccc(Cl)c(Cl)c1,0.58,0.0,1.0,3.72,0.26,0.0,2.17
CCn1c(SCC(=O)Nc2ccc(Cl)cc2)nnc1[C@@H](NC(=O)c1ccc(Cl)cc1)C(C)C,0.59,0.08,1.0,2.73,0.38,0.0,2.67
Cc1ccc(Sc2ccc(/C=C3/CCCCc4c3nc3ccccc3c4C(=O)O)cc2[N+](=O)[O-])s1,0.47,0.52,1.0,0.54,0.17,0.0,2.83
CCOc1ccc(N2C(=O)N=C(O)/C(=C\c3ccc(Cl)o3)C2=O)cc1,0.65,0.03,1.0,1.56,0.84,0.0,2.7
COC(=O)c1cccc(N2C(=O)/C(=C/c3ccc(-c4ccc(F)cc4)o3)C=C2c2ccccc2)c1,0.59,0.27,1.0,3.56,0.25,0.02,2.49
CC[C@H](C(=O)NC(C)(C)C)N(Cc1ccccc1C)C(=O)CN(c1ccc(Br)cc1)c1cc(OC)ccc1OC,0.36,0.07,1.0,2.88,0.26,0.01,3.22
CCCN(CC(=O)Nc1ccc(OCc2ccccc2)cc1)S(=O)(=O)c1ccccc1,0.44,0.18,1.0,2.84,0.51,0.0,1.9
CCn1c(Cc2ccc(OC)c(OC)c2)nnc1SCC(=O)c1cccc(Cl)c1,0.55,0.03,1.0,2.67,0.37,0.0,2.17
CCC1=C(C(=O)OC)[C@@H](c2ccccc2)n2c(s/c(=C/c3cc(I)cc(OC)c3OC)c2=O)=N1,0.61,0.05,1.0,0.61,0.33,0.0,3.25
COc1ccc(C(OC[C@@]23CO[C@H]([C@H](n4cc(C)c(NC(=O)c5ccccc5)nc4=O)O2)[C@H]3OP(N)C2CC2)c2ccccc2)cc1,0.55,0.71,1.0,-0.75,0.2,0.01,5.36
Cc1cccn2c(=O)c(C=NN(C)C)c(Sc3nc4ccccc4s3)nc12,0.89,0.5,1.0,1.27,0.3,0.0,2.83
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)c1ccccc1,0.7,0.15,1.0,2.63,0.48,0.0,2.4
CC[C@H](C(=O)NC(C)(C)C)N(Cc1ccccc1C)C(=O)CN(c1ccc(Cl)cc1)c1cc(OC)ccc1OC,0.3,0.05,1.0,2.84,0.29,0.01,3.19
CC[C@H](C(=O)NC1CCCCC1)N(Cc1ccc(Cl)cc1Cl)C(=O)CN(c1ccc(Cl)cc1C)S(=O)(=O)c1ccc(C)cc1,0.73,0.08,1.0,3.63,0.23,0.03,3.22
C=CCOc1ccc([C@@H]2C(=C(O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2CCc2ccccc2)cc1,0.21,0.06,1.0,1.94,0.21,0.0,2.87
CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(Cl)o3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.58,0.03,1.0,1.04,0.55,0.0,3.05
CC(C)CNC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(F)c(F)c1,0.66,0.16,1.0,2.2,0.41,0.01,2.77
Cc1oc(-c2cccc(Cl)c2)nc1COc1ccccc1-c1cncnn1,0.77,0.14,1.0,2.43,0.5,0.0,2.49
C#CCOc1ccc(/C=c2\sc3n(c2=O)[C@H](c2ccc(F)c(F)c2)C(C(=O)OCC)=C(C)N=3)cc1Br,0.75,0.2,1.0,0.9,0.33,0.03,3.25
CCOc1ccc(C=C2C(=O)NC(=O)N(c3ccc(OC)cc3)C2=O)c(OC)c1,0.85,0.22,1.0,1.43,0.6,0.0,2.19
CCOc1ccc([C@H]2C(C(=O)OC)=CN=c3s/c(=C\c4cc(OC)c(OCc5cccc(F)c5)cc4Br)c(=O)n32)cc1OCC,0.56,0.13,1.0,1.56,0.2,0.02,3.55
CC[C@H](C(=O)NCC(C)C)N(Cc1ccc(Cl)cc1)C(=O)CN(C(=O)NC1CC1)c1cccc(Br)c1,0.88,0.11,1.0,2.11,0.38,0.01,3.12
COc1ccc(-c2nc3ccc(CCN4CCOCC4)cc3nc2-c2ccc(OC)cc2)cc1,0.49,0.55,0.98,2.85,0.4,0.06,2.21
CCCC[Sn](CCCC)(CCCC)c1ccnc(SCc2ccccc2)n1,0.38,0.04,1.0,3.49,0.17,0.03,2.82
COc1ccccc1N1C(=O)/C(=C/c2cc(C)n(-c3ccc(F)cc3)c2C)C(=O)NC1=S,0.7,0.37,1.0,2.06,0.37,0.0,2.42
CCCCNC(=O)[C@@H](CC)N(Cc1cccc(C)c1)C(=O)CN(c1ccc(C)cc1)S(=O)(=O)c1cc(Cl)cc(Cl)c1,0.54,0.05,1.0,2.92,0.22,0.02,3.13
CCN(C)S(=O)(=O)c1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2N2CCC(Cc3ccccc3)CC2)c(Cl)c1,0.56,0.4,1.0,3.02,0.26,0.0,2.51
CN(C)C1CCN(Cc2ccc(C=CC(=O)c3ccc(-c4ccccc4Cl)o3)cc2)C1,0.93,0.35,1.0,2.69,0.36,0.26,2.8
CCOc1cc(C=Nn2c(C3CCN(C)CC3)nc3ccc(Br)cc3c2=O)c(Br)c(Br)c1OCc1ccc([N+](=O)[O-])cc1,0.78,0.51,1.0,3.44,0.1,0.09,3.12
C=NC(=O)c1ccccc1OCc1nc2ccccc2nc1-c1ccccc1OCCCN(C)C,0.79,0.5,0.98,2.47,0.24,0.09,2.64
CCNC(=O)[C@@H](CC)N(Cc1ccc(C)cc1)C(=O)CN(c1ccc(OCC)cc1)S(=O)(=O)c1ccc(C)cc1,0.22,0.07,1.0,1.95,0.32,0.01,2.95
COc1ccc([C@@H]2C(C(N)=O)=C(C)N=c3s/c(=C\c4ccc(Br)cc4)c(=O)n32)c(OC)c1,0.68,0.29,1.0,0.3,0.57,0.0,2.97
Cc1cc(Cl)cc2oc(=O)cc(CSc3nnc(C)n3N)c12,0.91,0.33,1.0,0.81,0.45,0.0,2.63
Cc1ccc(C(C)C)cc1-c1nn(-c2ccccc2)cc1/C=C1\SC(=S)N(CC(F)F)C1=O,0.9,0.51,1.0,3.36,0.3,0.0,2.71
CCOc1cc([C@H](C(=O)NC[C@H]2CCCO2)N(C(=O)CN2CCOCC2)c2ccc(C(C)=O)cc2)ccc1O,0.37,0.31,0.95,0.0,0.42,0.02,3.33
NC(=O)[Si](c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,0.96,0.01,1.0,0.54,0.66,0.0,3.06
CCc1ccccc1Nc1nc(N)nc(C[N+]2(Cc3nc(N)nc(Nc4ccccc4CC)n3)CCCN(C)C2)n1,0.5,0.29,0.21,0.56,0.21,0.03,3.42
Cc1c(N2CCN(C)CC2)cc(-c2cccs2)nc1SCC(=O)Nc1sc2c(c1C#N)CCC2,0.84,0.37,1.0,2.23,0.47,0.1,2.83
CCOc1cc(Br)cc(C2C3=C(CCCC3=O)N(Cc3ccccc3)C3=C2C(=O)CCC3)c1,0.68,0.02,1.0,3.37,0.47,0.03,2.71
CCOc1ccccc1N(CC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H](Cc1ccccc1)C(=O)Nc1ccc(F)cc1)S(=O)(=O)c1ccc(C)cc1,0.28,0.03,1.0,4.03,0.12,0.03,3.24
CCc1ccccc1Nc1nc(N)nc(C[N+]2(Cc3ccccn3)CCCC2)n1,0.74,0.1,0.49,0.96,0.6,0.02,2.98
COC(=O)C[C@H](c1ccc(OC)c(CO)c1)c1c(O)c(C(C)=O)cc(C2CCN(C)CC2)c1O,0.3,0.08,0.92,0.45,0.4,0.15,3.31
Cc1cc([C@H]2[C@@H](CC3CCCO3)NC(=S)N2c2ccc(OC3CCCC3)cc2)c(C)n1-c1ccccc1C(=O)O,0.43,0.13,0.98,1.87,0.31,0.02,3.98
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OCCN3CCNCC3)c(OCC)c2)cc1C(C)C,0.4,0.14,1.0,2.74,0.19,0.07,3.04
COC(=O)c1cccc(N2C(=O)/C(=C/c3ccc(-c4ccccc4)o3)C=C2c2ccccc2)c1,0.6,0.28,1.0,3.53,0.27,0.01,2.43
CCCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Br)c(OC2CCN(CC)CC2)c(OCC)c1,0.83,0.31,1.0,3.14,0.24,0.58,2.87
COc1ccc(-c2sc(N3CCN(c4cccc(Cl)c4)CC3)nc2O)cc1,0.74,0.08,1.0,2.52,0.7,0.0,2.28
COC(=O)c1c(N2CCN(CC3CC3)CC2)c2cc(N[C@@H](C)CCn3cccn3)cnc2n1CCCc1ccccc1,0.88,0.27,1.0,1.51,0.23,0.31,3.45
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OC(C)=O)cc3OC(C)=O)c(=O)n2[C@H]1c1ccc(Cl)cc1,0.41,0.09,1.0,0.65,0.34,0.01,3.14
CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=c2\sc3n(c2=O)[C@H](c2ccc(F)cc2F)C(C(=O)OCC(C)C)=C(C)N=3)cc1,0.4,0.14,1.0,2.26,0.18,0.02,3.35
CCOc1ccc(N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](CC)C(=O)NC(C)(C)C)S(=O)(=O)c2cc(F)ccc2F)cc1,0.36,0.04,1.0,2.07,0.29,0.02,3.19
CCCCc1nc2cc(Br)ccc2c(=O)n1N=Cc1cc(Cl)ccc1OC1CCN(C)CC1,0.89,0.26,1.0,2.67,0.38,0.79,2.75
CCC1=C(C(=O)OC)[C@@H](c2ccccc2)n2c(s/c(=C/c3ccc(Cl)cc3Cl)c2=O)=N1,0.66,0.03,1.0,1.37,0.54,0.0,3.01
COc1ccccc1N1CCN(C(=O)c2oc3ccccc3c2NC(=O)Cc2ccc(Br)cc2)CC1,0.63,0.14,1.0,3.11,0.35,0.0,2.28
CCOc1ccc(N(CC(=O)N(Cc2ccccc2)C2CCCN2)S(=O)(=O)c2ccc(C)cc2)cc1,0.37,0.14,1.0,1.58,0.44,0.0,2.97
[N-]=[N+]=N[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@H]1Cc1ccc(Cl)cc1,0.69,0.98,0.99,-0.66,0.52,0.0,3.71
COC(=O)Cc1nn(-c2ccc([N+](=O)[O-])cc2)c(=O)c2ccccc12,0.91,0.75,1.0,0.97,0.41,0.0,2.13
Cc1sc(C(=O)OC(C)C)c(C(=O)OC(C)C)c1N=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=N)O,0.33,0.06,0.99,1.74,0.14,0.03,3.72
C=CCc1ccc(C=NNc2ccc(C(F)(F)F)cn2)cc1OC,0.86,0.79,1.0,2.17,0.49,0.0,2.45
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(Cl)cc3)c(=O)n2[C@H]1c1ccccc1OC(C)C,0.43,0.04,1.0,1.55,0.48,0.0,2.94
CN1CCN(C(=O)Oc2ccc3c(=O)c(-c4ccccc4Cl)coc3c2)CC1,0.92,0.57,1.0,2.05,0.66,0.03,2.3
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1ccc(F)c(F)c1,0.96,0.28,1.0,1.88,0.57,0.01,3.01
CN(c1ccc2sc(C(=O)Nc3ccc(Cl)c(Cl)c3)cc2c1)S(=O)(=O)c1cccc(Cl)c1,0.75,0.1,1.0,4.14,0.31,0.0,2.35
CCCC1=C(C(=O)OCC)[C@H](c2ccc3c(c2)OCO3)n2c(sc(=Cc3cc(F)cc(F)c3)c2=O)=N1,0.76,0.09,1.0,0.67,0.47,0.01,3.29
CCOC(=O)c1c(NC(=O)/C=C/c2ccc(OCCN3CCNCC3)c(OC)c2)sc(C(C)=O)c1C,0.63,0.34,0.97,1.33,0.27,0.02,2.62
COC(=O)c1ccc(N=Cc2ccc(C(=O)Oc3cccc(Br)c3)cc2)cc1,0.51,0.18,0.99,3.22,0.31,0.01,2.1
COc1cc([C@@H]2SCC(=O)N2c2ccc(Cl)cc2)cc(I)c1OCCN1CCN(C)CC1,0.93,0.24,0.99,1.53,0.45,0.9,3.02
CC(C)Sc1ccc(N2C(=S)N[C@@H](c3ccccn3)[C@H]2c2ccc(-c3cccc(Cl)c3Cl)o2)cc1,0.34,0.11,1.0,3.54,0.2,0.01,3.65
CCNC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(C(C)C)cc1Br,0.57,0.18,1.0,2.83,0.32,0.01,2.82
CN(c1ccc2sc(C(=O)Nc3ccc(Cl)c(Cl)c3)cc2c1)S(=O)(=O)c1cccc(F)c1,0.72,0.11,1.0,3.77,0.34,0.0,2.35
CCCCNC(=O)[C@@H](C)N(Cc1cccc(Br)c1)C(=O)CN(c1ccc(Cl)cc1)c1cc(OC)ccc1OC,0.54,0.08,1.0,2.98,0.22,0.02,3.11
CC(C)CNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(c1ccc(Br)cc1)S(=O)(=O)c1ccccc1,0.6,0.06,1.0,2.78,0.19,0.02,2.97
CN(Cc1ccc(F)cc1)C(=O)Cn1nnc2ccccc21,0.99,0.39,1.0,1.35,0.74,0.0,1.93
CCOC(=O)Oc1c2c(c(OC(=O)OCC)c3c1-c1ccccc1C3=O)[C@@H](OC(=O)OCC)C[C@](O)(C(C)=O)C2,0.68,0.59,1.0,0.41,0.25,0.02,4.01
CCN(CC)C(=O)C1=C(C)N=c2sc(=Cc3ccccc3)c(=O)n2[C@H]1c1c(OC)ccc2ccccc12,0.43,0.24,1.0,1.43,0.39,0.02,3.05
COc1ccc(-c2nc3cc(C(=O)c4ccccc4)ccc3nc2-c2ccc(N3CCN(C)CC3)cc2)cc1,0.4,0.27,0.98,3.51,0.26,0.03,2.3
CC(C)c1ccc(N2[CH]C(c3ccc([C@@H]4[C@H](c5ccccn5)NC(=S)N4c4ccc(F)cc4)o3)NC2=S)cc1,0.11,0.09,0.99,1.61,0.25,0.02,4.33
CCc1ccccc1NC(=O)CN1C(=O)NC(=Cc2ccc(F)c(F)c2)C1=O,0.97,0.25,1.0,1.52,0.61,0.0,2.28
